model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-mini-2024-07-18,1,naive,Creative Newspaper Art,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Bowl', 'quantity': 1}]","Using the newspaper and pen, the player creates a unique piece of art or a collage while utilizing the bowl for any paper cuttings or materials.","Set the bowl in front of the player. The player can tear or cut the newspaper into various shapes and sizes, using the pen to draw and add details on the cut pieces.",To create a visually interesting art piece solely using the newspaper and pen.,"1 point for every unique and creative design feature added to the artwork. A maximum of 10 points for the overall creativity of the artwork, rated by the player’s subjective evaluation based on how much they like it. A total possible score of 20 points.","['Newspaper', 'Pen', 'Bowl']",10,few_dummy4_0.0,1,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Chair Balance Challenge,"[{'name': 'Chairs', 'quantity': 4}]","In this task, the player attempts to balance items across the chairs without letting them fall.","Arrange all four chairs in a row with some space between each. Using items like the cup or any small book, the player places them strategically on the chairs to test balance. They should try to create the most balanced setup possible.",To balance as many items as possible on the chairs without any falling.,2 points for each item successfully balanced on the chairs. Bonus 5 points for a creative structure that includes at least three different items. The total score is the sum of points based on the number of items balanced and any bonuses earned.,['Chair'],11,few_dummy4_0.0,2,GPT-4o-mini,1,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Paper Toss Challenge,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",The participant tries to throw a waste paper ball into a trash can from various distances.,The participant stands at a designated distance from the trash can. The distance can be adjusted for difficulty. The participant has to make a throw using the waste paper ball to aim for the trash can.,The objective is to successfully toss the waste paper ball into the trash can from the assigned distance.,"1 point for each successful toss that lands in the trash can. After 10 throws, the total score is tallied. Bonus points can be given (2 points) for any successful toss made from a distance that is perceived to be challenging.","['Waste paper ball', 'Trash can']",12,few_dummy5_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Art of the Books,"[{'name': 'Book', 'quantity': 5}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",This activity involves selecting a book and drafting a creative summary or a design inspired by it in the notebook.,"The participant chooses one book from the available selection. They can sit anywhere comfortable, preferably on the sofa or a chair, and have the notebook ready with the pen. The participant spends time writing thoughts or designing illustrations based on the book.",The goal is to create either a written summary of the book or an artistic representation inspired by it.,"Participants can rate their work from 1 to 10 based on creativity and effort, with 10 being the most creative effort. Alternatively, a peer review can award points based on style, originality, and engagement with the book.","['Book', 'Notebook', 'Pen']",13,few_dummy5_0.0,1,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,The Great Plant Arrange,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}, {'name': 'Rug', 'quantity': 1}]","The participant designs a small calming corner using the potted plant, pillows, and rug to enhance the room's ambiance.","The participant places the rug on the floor and arranges the pillows around it to create a cozy seating area. The potted plant is positioned to add greenery to this setup, enhancing the atmosphere. The location should maximize visibility and openness.",The objective is to create an aesthetically pleasing and relaxing corner within the room.,"The setup can be rated from 1 to 10 based on aesthetic appeal, comfort, and creativity. Participants can seek feedback from others (if present) for subjective scoring, which can add or deduct points based on their impressions.","['Potted plants', 'Pillow', 'Rug']",14,few_dummy5_0.0,2,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Creative Writing Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",A writing challenge to stimulate creativity where one person writes a short story based on a prompt.,Sit at the desk with the notebook and pen. A timer is set for 15 minutes. The participant can choose a prompt from the book or invent their own.,Write the most engaging short story within the time limit.,"After the time is up, score the story on a scale of 1-10 based on creativity, coherence, and length. The maximum score possible is 10 points.","['Notebook', 'Pen']",15,few_dummy6_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Room Scavenger Hunt,"[{'name': 'Trash can', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}]",A mini scavenger hunt where the participant searches for specific items in the room.,"The participant has a list of items to find: the waste paper ball, trash can, and potted plants. The participant may locate these items within a set time of 10 minutes. The broom can be used to ""sweep"" around areas for bonus points.",Collect all items listed in the scavenger hunt within the time limit.,1 point for each item found. Bonus 2 points for creatively using the broom during the hunt. The highest score possible is 5 points.,"['Trash can', 'Waste paper ball', 'Potted plants', 'Broom']",16,few_dummy6_0.0,1,GPT-4o-mini,4,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Artistic Impression,"[{'name': 'Bowl', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}]",A drawing challenge where the participant recreates one of the paintings from the wall.,Select a painting from the wall to replicate on a blank sheet of paper. The participant can use a bowl to hold their supplies if needed (like a place for markers or a brush if available). Set a timer for 20 minutes to complete the artwork.,Successfully recreate a painting as closely as possible within the time limit.,Score based on resemblance (1-10 scale) and creativity (1-5 scale). The maximum score possible is 15 points.,"['Bowl', 'Paintings']",17,few_dummy6_0.0,2,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Creative Writing Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",One person writes a short story within a given time limit using prompts provided at the start.,"The participant sits at the desk with the notebook and pen. A timer is set for 15 minutes. Before starting, 3 writing prompts are chosen randomly from a pre-written list (these can be imagined). The participant must incorporate one of these prompts into their story.",The goal is to create a compelling short story using one of the prompts within the time limit.,"After time is up, the story is read aloud. A score from 1 to 10 is given by the 'other person' based on creativity, coherence, and engagement.","['Notebook', 'Pen']",18,few_dummy7_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Paper Airplane Contest,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Participants create paper airplanes from the pages of the notebook and then see which can fly the farthest.,"The participant first tear a couple of pages from the notebook to make paper airplanes. Once constructed, they find a clear area in the room to throw their planes. The distance from the launch point to where the plane lands is measured.",The objective is to throw the paper airplanes and achieve the longest flight distance.,"Each airplane’s flight is measured, with the distance evaluated in feet. The participant receives 1 point for every foot their airplane flies.","['Waste paper ball', 'Notebook']",19,few_dummy7_0.0,1,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Indoor Scavenger Hunt,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Poster', 'quantity': 1}]","One person hides a specific item from the available items, and the other must find it within a time limit.","The participant hides the chosen item (either a painting, the poster, or a potted plant) in a designated area of the room. The other participant closes their eyes while the item is hidden. Once the item is concealed, they attempt to find it within 5 minutes.",The goal is to locate the hidden item as quickly as possible.,"The participant is awarded 10 points if they find the item within the time limit. If they do so in under 3 minutes, they receive a bonus of an additional 5 points. If they do not find the item, they receive 0 points.","['Potted plants', 'Paintings', 'Poster']",20,few_dummy7_0.0,2,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Pen and Paper Story Relay,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]","One person starts writing a story in the notebook using the pen, then passes it back and forth with the other person.","Both participants sit on the sofa or chairs, with the notebook and pen placed on the desk in front of them. One person begins writing the opening of a story, then turns the notebook to the other person to continue. They can write a sentence or two before passing it back.",The goal is to collaboratively create an engaging story by alternating turns in writing.,"At the end of the story, each participant rates the narrative on a scale from 1 to 10 based on creativity, coherence, and fun. The scores are averaged, and the total score is noted.","['Pen', 'Notebook']",21,few_dummy8_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Toss,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Participants take turns trying to toss the waste paper ball into the trash can using the newspaper as a makeshift frisbee.,"The trash can is placed a set distance away from where participants will stand. The newspaper is crumpled up to resemble a frisbee, and the waste paper ball is used for tossing. Players take turns throwing, standing behind a designated line.",Score points by getting the waste paper ball into the trash can with as few throws as possible.,- 1 point for each successful toss into the trash can. - The player with the most points after each has had 5 attempts is the winner.,"['Newspaper', 'Waste paper ball', 'Trash can']",22,few_dummy8_0.0,1,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Plant Care Challenge,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}, {'name': 'Tissue', 'quantity': 1}]",Participants race to care for the potted plant while cleaning up around the plant using the broom and the tissue.,The potted plant is placed in the center of the room. Each participant is given the broom and tissue. They will compete to see who can water the plant and clean up any mess around it the fastest.,Complete the plant care and clean-up task in the least amount of time.,"- Time taken to complete the task is measured. - The participant with the fastest time wins. If both finish in the same time, they can have a tie-breaker using additional criteria (such as quality of clean-up based on visual inspection).","['Potted plants', 'Broom', 'Tissue']",23,few_dummy8_0.0,2,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Potted Plant Care,"[{'name': 'Potted plant', 'quantity': 1}, {'name': 'Kettle', 'quantity': 1}]",The participant takes care of a potted plant by watering it and setting intentions for its growth.,"Place the potted plant on a desk or table. Fill the kettle with water, then take turns watering the plant in a mindful manner. Use the notebook to jot down any observations about the plant or goals for its care.","The goal is to successfully water the plant and reflect on its care, promoting mindfulness about responsibilities towards living things.","- Each successful watering (measured by size of the water poured): 1 point
- Thoughtful reflection on plant care written in the notebook: 2 points
- Total possible score: 3 points","['Kettle', 'Potted plants']",24,few_dummy9_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Story Creation,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",The participant takes the newspaper and creates an original story or article inspired by given headlines or articles.,"Sit on the sofa with the newspaper, pen, and notebook nearby. Choose a headline from the newspaper, then spend time crafting a creative story based on it, writing in the notebook.","The objective is to produce a creative piece of writing based on inspiration from the newspaper, demonstrating originality and creativity.","- Completeness of story/article: 2 points
- Creativity and originality (subjective): 0-3 points 
- Total possible score: 5 points","['Newspaper', 'Pen', 'Notebook']",25,few_dummy9_0.0,1,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Chair Arrangement Game,"[{'name': 'Chairs', 'quantity': 4}, {'name': 'Timer (Clock)', 'quantity': 1}]",Participants must arrange the chairs in a specific pattern or style within a time limit.,"Use the 4 chairs in the room to create an interesting arrangement (e.g., circle, square, or zigzag) in a designated area. Set the clock for 2 minutes during which the participant needs to complete the task.",The goal is to rearrange all chairs in the most creative and stable configuration possible before the timer runs out.,"- Completion of task: 2 points
- Creativity of the arrangement (subjective evaluation): 0-3 points
- Stability of the arrangement: 0-2 points 
- Total possible score: 7 points","['Chair', 'Clock']",26,few_dummy9_0.0,2,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Creative Notebook Doodle,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",This task involves doodling and drawing in a notebook using creative prompts to inspire your artistry.,"Sit at one of the desks or chairs in the room. Open the notebook to the first page and grab the pen. Set a timer for each drawing session (e.g., 5 minutes) and choose various prompts or themes to doodle. You can mix themes like animals, nature, or abstract shapes for each round.","To create a series of doodles based on different prompts within a set time, showcasing creativity and imaginative art skills.","Rate each doodle on a scale of 1-5 based on creativity and execution, with 5 being exceptional. After a set number of prompts (e.g., 5), total the points for a final score (maximum score: 25 points)","['Pen', 'Notebook']",27,few_dummy10_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Pillow Fort Building,"[{'name': 'Pillows', 'quantity': 2}, {'name': 'Chair', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}]",This activity is about constructing a cozy pillow fort using available furniture and pillows.,"Arrange the chairs around the area to act as the supports for your fort. Use pillows to create walls and a ceiling, draping any available cloth or using a large pillow as a roof. Place the rug inside the fort for comfort.",To create the most creative and sturdy pillow fort that can comfortably accommodate a person sitting inside.,"After completion, evaluate the fort based on creativity, stability, and comfort on a scale of 1-10. You can score it individually or ask the other person for their score, and the average can be taken as the final score.","['Pillow', 'Chair', 'Rug']",28,few_dummy10_0.0,1,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Trivia Challenge,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Test your knowledge through trivia questions based on the content of the newspaper.,"Spread the newspaper across a flat surface like a desk. Use the pen and notebook to write down trivia questions based on current events, headlines, or interesting facts from the paper.",To answer as many trivia questions correctly as possible derived from the newspaper within a time limit.,"Award 1 point for each correct answer. Following the trivia session, tally the total points. The participant can score themselves or have the other person score by checking answers. Each point contributes to the final score with a maximum potential of points equal to the number of questions.","['Newspaper', 'Pen', 'Notebook']",29,few_dummy10_0.0,2,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Newspaper Toss Challenge,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}]",One person attempts to throw the waste paper ball into a bowl placed on one of the chairs at a designated distance.,"Set one chair in a designated throwing area. Place the bowl on the seat of another chair about 5 feet away. The participant can use the newspaper to cover the bowl, pretending it’s a 'basket'.","The goal is to successfully toss the waste paper ball into the bowl as many times as possible in a set timeframe (e.g., 1 minute).","Each successful throw into the bowl counts as 1 point. The person keeps track of their score, and the highest score after several rounds wins.","['Newspaper', 'Waste paper ball', 'Chair']",30,few_dummy11_0.0,0,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Art Critique Game,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Book', 'quantity': 1}]",The participant evaluates and critiques the provided paintings while sitting comfortably on the sofa under the light of the lamp.,"Arrange the two paintings on the wall within viewing distance of the sofa. The participant sits on the sofa, reads a relevant art critique book for inspiration, and takes notes in a notebook (if the pen and notebook are used).","The goal is to critique each painting, focusing on the colors, composition, and emotions conveyed.","After giving critiques for each painting, the participant scores themselves from 1 to 10 on the depth and insightfulness of their critique, where 10 means a highly insightful analysis.","['Paintings', 'Sofa', 'Lamp', 'Book']",31,few_dummy11_0.0,1,GPT-4o-mini,4,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Cozy Reading Hour,"[{'name': 'Book', 'quantity': 5}, {'name': 'Pillow', 'quantity': 2}, {'name': 'Cup', 'quantity': 2}, {'name': 'Kettle', 'quantity': 1}]","The participant enjoys a peaceful reading session with a hot beverage, using pillows for comfort.",Set up a cozy reading nook by placing the pillows on the sofa to create a comfortable seating area. Brew a hot drink using the kettle and pour it into the cups. Surround yourself with several books to choose from.,The goal is to read as many pages as possible within an hour while enjoying the drink.,"The participant counts the number of pages read. For every 10 pages, they earn 1 point, and additional bonus points can be awarded for insightful thoughts or reflections recorded in the notebook during or after the reading session.","['Book', 'Pillow', 'Cup', 'Kettle']",32,few_dummy11_0.0,2,GPT-4o-mini,4,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Pillow Toss Challenge,"[{'name': 'Pillow', 'quantity': 2}]","Two players throw pillows to each other, aiming for accuracy in catching and tossing.","The players sit on opposite sides of the sofa, positioned about 3-4 feet apart to create a suitable tossing distance. Each player holds one pillow. They take turns tossing the pillow back and forth.","The goal is to catch the pillow without dropping it. After a set number of tosses, determine who had the most successful catches.",Each successful catch counts as 1 point. The player with the most points after 10 tosses wins.,['Pillow'],33,few_dummy12_0.0,0,GPT-4o-mini,1,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Creative Storytelling with Books,"[{'name': 'Book', 'quantity': 5}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",One person selects random books and spins an imaginative story using elements from each.,The participant sits on the sofa with the five books and the notebook in their lap. They randomly open a page of each book to get words or images for inspiration. A timer is set for 10 minutes.,The participant must weave a coherent and imaginative story using elements from the selected books.,"After completing the story, a second person evaluates it based on creativity, coherence, and the use of elements from the books on a scale of 1 to 10.","['Book', 'Notebook', 'Pen']",34,few_dummy12_0.0,1,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Clock Time Trials,"[{'name': 'Clock', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",A person attempts to memorize and then recall the times displayed on the clock at intervals.,"Place the clock on the desk to make it easily visible. The player looks at the clock, then writes a series of times down on the notebook every minute for a total of five minutes.","After five minutes, the player attempts to recall as many times as possible without looking at the clock again.",Each correct time recalled earns 1 point. The maximum score possible is 5 points.,"['Clock', 'Notebook', 'Pen']",35,few_dummy12_0.0,2,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Creative Writing Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",A solo writing challenge where the participant creates an imaginative story or poem within a set time.,"The participant sits at one of the desks, opens the notebook, and prepares the pen. A timer is set for 15 minutes for the writing session.","To write a short story or poem within the time limit, focusing on creativity and coherence.","After writing, the participant reads the work aloud. They can score themselves on creativity (1-5 points), clarity (1-5 points), and engagement (1-5 points), yielding a total score of up to 15 points.","['Notebook', 'Pen']",36,few_dummy13_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Book Character Guessing Game,"[{'name': 'Book', 'quantity': 3}, {'name': 'Dummy', 'quantity': 1}]","The participant creates characters from chosen books and acts out their traits to help the ""Other people"" guess.","The participant selects three books from the available collection, quickly reads a brief description of each character they want to embody, and then uses the dummy to represent one of the characters as they act out scenes or traits.","The objective is for the ""Other people"" to guess the character being portrayed by the participant.","Each correct guess earns 2 points. If no guesses are made after three rounds, the participant can assign themselves a creativity score from 1 to 5 based on how well their performance reflected the character.","['Book', 'Dummy']",37,few_dummy13_0.0,1,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Indoor Plant Care Relay,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}, {'name': 'Tray', 'quantity': 1}]","The participant practices care for the potted plant, including cleaning the area around it and preparing the tray for watering.","The participant clears a small area around the potted plant with the broom, ensuring it's tidy. They then prepare the tray to collect excess water while watering the plant (if applicable) or placing the plant neatly on it.",To successfully care for the plant by maintaining its space as clean and organized.,"The participant receives 3 points for cleaning properly, 2 points for proper placement of the plant on the tray, and 1 point for the use of care elements. The maximum achievable score is 6 points.","['Potted plants', 'Broom', 'Tray']",38,few_dummy13_0.0,2,GPT-4o-mini,3,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Creative Writing Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",The participant has 15 minutes to write a short story based on a prompt.,The participant sits at the Desk with the Notebook and Pen ready. They select a random phrase from the Waste paper ball (fabricated earlier) as a writing prompt and start writing.,The goal is to develop a short story or creative piece using the prompt within the time limit.,"1. Each participant reads their story to the other. 2. Evaluate the stories based on creativity, coherence, and length (minimum of 100 words) on a scale from 1 to 10. 3. The total score is the sum of both evaluations.","['Notebook', 'Pen']",39,few_dummy14_0.0,0,GPT-4o-mini,2,dummy_few
gpt-4o-mini-2024-07-18,1,naive,Art Gallery Walk,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}]",The participant creates a small art gallery in the room and invites the 'Other people' to enjoy the display.,"The two Paintings are hung on a wall, and the Sofa is placed nearby to create a comfortable viewing area. The Potted plant is positioned to add a natural element to the gallery. The participant can use the Notebook to jot down impressions or descriptions of each painting.",The participant's goal is to showcase their selection artfully and provide thoughtful insights into each piece.,"1. The Other person gives feedback on the setup and explanations, scoring on a scale from 1 to 10 based on creativity and presentation. 2. Each feedback score is averaged to provide the final score.","['Paintings', 'Sofa', 'Potted plants']",40,few_dummy14_0.0,1,GPT-4o-mini,3,dummy_few
